geo_point_2d,geo_shape,projection,stop_id,stop_name,latitude,longitude,postcode,easting,northing,gisfid,suburb,googlemaps_drive_to
"-38.0266100153, 145.2032291081","{""coordinates"": [145.2032291081, -38.0266100153], ""type"": ""Point""}",MGA2020 Zone 55,2645,Quality Dr/Hammond Rd (Dandenong South),-38.02661001530043,145.20322910814517,3175,342299,5789710,1691,Dandenong South,"https://www.google.com.au/maps/dir//-38.02661001530043,145.20322910814517/@your+location,17z/data=!4m2!4m1!3e0"
"-38.031606004, 145.2022628678","{""coordinates"": [145.2022628678, -38.031606004], ""type"": ""Point""}",MGA2020 Zone 55,2647,Superior Dr/Hammond Rd (Dandenong South),-38.03160600404665,145.20226286784327,3175,342225,5789154,1693,Dandenong South,"https://www.google.com.au/maps/dir//-38.03160600404665,145.20226286784327/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0141540147, 145.2096151353","{""coordinates"": [145.2096151353, -38.0141540147], ""type"": ""Point""}",MGA2020 Zone 55,51252,Hammond Rd/Greens Rd (Dandenong South),-38.014154014720326,145.209615135271,3175,342833,5791103,1696,Dandenong South,"https://www.google.com.au/maps/dir//-38.014154014720326,145.209615135271/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0146410041, 145.2167341366","{""coordinates"": [145.2167341366, -38.0146410041], ""type"": ""Point""}",MGA2020 Zone 55,51253,Frankston-Dandenong Rd/Greens Rd (Dandenong South),-38.01464100415174,145.21673413662407,3175,343459,5791061,1697,Dandenong South,"https://www.google.com.au/maps/dir//-38.01464100415174,145.21673413662407/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0148879643, 145.2164209362","{""coordinates"": [145.2164209362, -38.0148879643], ""type"": ""Point""}",MGA2020 Zone 55,51254,Frankston-Dandenong Rd/Greens Rd (Dandenong South),-38.01488796425826,145.21642093617996,3175,343432,5791033,1698,Dandenong South,"https://www.google.com.au/maps/dir//-38.01488796425826,145.21642093617996/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0151610238, 145.2207430955","{""coordinates"": [145.2207430955, -38.0151610238], ""type"": ""Point""}",MGA2020 Zone 55,51255,Williams Rd/Greens Rd (Dandenong South),-38.01516102376994,145.22074309546343,3175,343812,5791010,1699,Dandenong South,"https://www.google.com.au/maps/dir//-38.01516102376994,145.22074309546343/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0213859639, 145.2247729192","{""coordinates"": [145.2247729192, -38.0213859639], ""type"": ""Point""}",MGA2020 Zone 55,51259,Zenith Rd/Kitchen Rd (Dandenong South),-38.0213859639109,145.22477291920032,3175,344179,5790326,1703,Dandenong South,"https://www.google.com.au/maps/dir//-38.0213859639109,145.22477291920032/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0217069938, 145.2245709584","{""coordinates"": [145.2245709584, -38.0217069938], ""type"": ""Point""}",MGA2020 Zone 55,51260,Nissan Dr/Kitchen Rd (Dandenong South),-38.02170699383395,145.22457095835657,3175,344162,5790290,1704,Dandenong South,"https://www.google.com.au/maps/dir//-38.02170699383395,145.22457095835657/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0257689639, 145.2237778717","{""coordinates"": [145.2237778717, -38.0257689639], ""type"": ""Point""}",MGA2020 Zone 55,51262,Monterey Rd/Kitchen Rd (Dandenong South),-38.025768963919795,145.22377787174386,3175,344101,5789838,1706,Dandenong South,"https://www.google.com.au/maps/dir//-38.025768963919795,145.22377787174386/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0292370241, 145.2230910021","{""coordinates"": [145.2230910021, -38.0292370241], ""type"": ""Point""}",MGA2020 Zone 55,51264,Healey Rd/Kitchen Rd (Dandenong South),-38.029237024072614,145.22309100211137,3175,344048,5789452,1708,Dandenong South,"https://www.google.com.au/maps/dir//-38.029237024072614,145.22309100211137/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9979589635, 145.2090070995","{""coordinates"": [145.2090070995, -37.9979589635], ""type"": ""Point""}",MGA2020 Zone 55,451,Kirkham Rd/Hammond Rd (Dandenong South),-37.99795896353946,145.20900709954645,3175,342745,5792899,1713,Dandenong South,"https://www.google.com.au/maps/dir//-37.99795896353946,145.20900709954645/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0064670238, 145.2072848529","{""coordinates"": [145.2072848529, -38.0064670238], ""type"": ""Point""}",MGA2020 Zone 55,452,Rodeo Dr/Hammond Rd (Dandenong South),-38.00646702376598,145.20728485290664,3175,342612,5791952,1714,Dandenong South,"https://www.google.com.au/maps/dir//-38.00646702376598,145.20728485290664/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0564640013, 145.2072171668","{""coordinates"": [145.2072171668, -38.0564640013], ""type"": ""Point""}",MGA2020 Zone 55,468,Glasscocks Rd/Frankston-Dandenong Rd (Lyndhurst),-38.0564640013283,145.20721716681112,3175,342713,5786404,1719,Lyndhurst,"https://www.google.com.au/maps/dir//-38.0564640013283,145.20721716681112/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0337830136, 145.2281648561","{""coordinates"": [145.2281648561, -38.0337830136], ""type"": ""Point""}",MGA2020 Zone 55,51270,Taylors Rd/Abbotts Rd (Dandenong South),-38.03378301355907,145.22816485610005,3175,344503,5788956,1722,Dandenong South,"https://www.google.com.au/maps/dir//-38.03378301355907,145.22816485610005/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0345030129, 145.2340501397","{""coordinates"": [145.2340501397, -38.0345030129], ""type"": ""Point""}",MGA2020 Zone 55,51272,National Dr/Abbotts Rd (Dandenong South),-38.03450301290014,145.2340501396891,3175,345021,5788886,1724,Dandenong South,"https://www.google.com.au/maps/dir//-38.03450301290014,145.2340501396891/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0338949741, 145.2117099829","{""coordinates"": [145.2117099829, -38.0338949741], ""type"": ""Point""}",MGA2020 Zone 55,464,Swift Way/Frankston-Dandenong Rd (Dandenong South),-38.0338949741359,145.21170998293348,3175,343059,5788916,1725,Dandenong South,"https://www.google.com.au/maps/dir//-38.0338949741359,145.21170998293348/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0193789646, 145.2142270905","{""coordinates"": [145.2142270905, -38.0193789646], ""type"": ""Point""}",MGA2020 Zone 55,2947,Zenith Rd/Frankston-Dandenong Rd (Dandenong South),-38.019378964556225,145.21422709050418,3175,343249,5790531,1735,Dandenong South,"https://www.google.com.au/maps/dir//-38.019378964556225,145.21422709050418/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0349950436, 145.2111480246","{""coordinates"": [145.2111480246, -38.0349950436], ""type"": ""Point""}",MGA2020 Zone 55,2953,Swift Way/Frankston-Dandenong Rd (Dandenong South),-38.0349950436324,145.21114802464768,3175,343012,5788793,1739,Dandenong South,"https://www.google.com.au/maps/dir//-38.0349950436324,145.21114802464768/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0387680234, 145.2103949104","{""coordinates"": [145.2103949104, -38.0387680234], ""type"": ""Point""}",MGA2020 Zone 55,2954,Colemans Rd/Frankston-Dandenong Rd (Lyndhurst),-38.03876802335754,145.21039491036674,3175,342954,5788373,1740,Lyndhurst,"https://www.google.com.au/maps/dir//-38.03876802335754,145.21039491036674/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0434310123, 145.2094610646","{""coordinates"": [145.2094610646, -38.0434310123], ""type"": ""Point""}",MGA2020 Zone 55,2974,Willow Mobile Village/Frankston-Dandenong Rd (Bangholme),-38.043431012331,145.20946106462748,3175,342882,5787854,1742,Bangholme,"https://www.google.com.au/maps/dir//-38.043431012331,145.20946106462748/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0156020241, 145.2153211349","{""coordinates"": [145.2153211349, -38.0156020241], ""type"": ""Point""}",MGA2020 Zone 55,458,Greens Rd/Frankston-Dandenong Rd (Dandenong South),-38.01560202412727,145.21532113486907,3175,343337,5790952,1744,Dandenong South,"https://www.google.com.au/maps/dir//-38.01560202412727,145.21532113486907/@your+location,17z/data=!4m2!4m1!3e0"
"-37.987482964, 145.2152059395","{""coordinates"": [145.2152059395, -37.987482964], ""type"": ""Point""}",MGA2020 Zone 55,10557,Langhorne Pl/Langhorne St (Dandenong),-37.98748296399927,145.21520593946394,3175,343267,5794072,1747,Dandenong,"https://www.google.com.au/maps/dir//-37.98748296399927,145.21520593946394/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9450459827, 145.2187710218","{""coordinates"": [145.2187710218, -37.9450459827], ""type"": ""Point""}",MGA2020 Zone 55,1337,Murray Rd/Outlook Dr (Dandenong North),-37.945045982701814,145.21877102176285,3175,343490,5798787,1751,Dandenong North,"https://www.google.com.au/maps/dir//-37.945045982701814,145.21877102176285/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9462950037, 145.217329942","{""coordinates"": [145.217329942, -37.9462950037], ""type"": ""Point""}",MGA2020 Zone 55,1338,Somerset Dr/Outlook Dr (Dandenong North),-37.946295003660076,145.2173299419995,3175,343366,5798646,1752,Dandenong North,"https://www.google.com.au/maps/dir//-37.946295003660076,145.2173299419995/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9483620336, 145.2163921424","{""coordinates"": [145.2163921424, -37.9483620336], ""type"": ""Point""}",MGA2020 Zone 55,1339,Huxley Ave/Outlook Dr (Dandenong North),-37.94836203359749,145.21639214241418,3175,343288,5798415,1753,Dandenong North,"https://www.google.com.au/maps/dir//-37.94836203359749,145.21639214241418/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9501020039, 145.2200141029","{""coordinates"": [145.2200141029, -37.9501020039], ""type"": ""Point""}",MGA2020 Zone 55,1340,Outlook Village SC/Outlook Dr (Dandenong North),-37.95010200394177,145.22001410294902,3175,343610,5798228,1754,Dandenong North,"https://www.google.com.au/maps/dir//-37.95010200394177,145.22001410294902/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9680879615, 145.2240540255","{""coordinates"": [145.2240540255, -37.9680879615], ""type"": ""Point""}",MGA2020 Zone 55,1346,Judith St/Stud Rd (Dandenong North),-37.968087961544114,145.22405402552732,3175,344003,5796239,1760,Dandenong North,"https://www.google.com.au/maps/dir//-37.968087961544114,145.22405402552732/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9859969727, 145.2247718603","{""coordinates"": [145.2247718603, -37.9859969727], ""type"": ""Point""}",MGA2020 Zone 55,1313,Ross St/Clow St (Dandenong),-37.98599697274877,145.22477186034212,3175,344104,5794253,1770,Dandenong,"https://www.google.com.au/maps/dir//-37.98599697274877,145.22477186034212/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9810279841, 145.2216240257","{""coordinates"": [145.2216240257, -37.9810279841], ""type"": ""Point""}",MGA2020 Zone 55,14169,Herbert St/Stud Rd (Dandenong),-37.98102798413706,145.22162402569228,3175,343817,5794799,1782,Dandenong,"https://www.google.com.au/maps/dir//-37.98102798413706,145.22162402569228/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9811250034, 145.2214281853","{""coordinates"": [145.2214281853, -37.9811250034], ""type"": ""Point""}",MGA2020 Zone 55,14227,Herbert St/Stud Rd (Dandenong),-37.98112500340331,145.22142818526166,3175,343800,5794788,1786,Dandenong,"https://www.google.com.au/maps/dir//-37.98112500340331,145.22142818526166/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9747359922, 145.2226410259","{""coordinates"": [145.2226410259, -37.9747359922], ""type"": ""Point""}",MGA2020 Zone 55,14229,Chisholm TAFE/Stud Rd (Dandenong),-37.974735992244156,145.2226410258958,3175,343893,5795499,1788,Dandenong,"https://www.google.com.au/maps/dir//-37.974735992244156,145.2226410258958/@your+location,17z/data=!4m2!4m1!3e0"
"-37.979350024, 145.2155169859","{""coordinates"": [145.2155169859, -37.979350024], ""type"": ""Point""}",MGA2020 Zone 55,2225,Ann St/Cleeland St (Dandenong),-37.9793500239556,145.21551698588118,3175,343277,5794975,1801,Dandenong,"https://www.google.com.au/maps/dir//-37.9793500239556,145.21551698588118/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9550799922, 145.2261999848","{""coordinates"": [145.2261999848, -37.9550799922], ""type"": ""Point""}",MGA2020 Zone 55,22020,Brady Rd/Stud Rd (Dandenong North),-37.95507999219103,145.22619998475443,3175,344164,5797686,1805,Dandenong North,"https://www.google.com.au/maps/dir//-37.95507999219103,145.22619998475443/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9692000013, 145.2171629069","{""coordinates"": [145.2171629069, -37.9692000013], ""type"": ""Point""}",MGA2020 Zone 55,2328,Nicole Ave/Boyd St (Dandenong North),-37.96920000130052,145.21716290690136,3175,343400,5796104,1806,Dandenong North,"https://www.google.com.au/maps/dir//-37.96920000130052,145.21716290690136/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9670619606, 145.2175898671","{""coordinates"": [145.2175898671, -37.9670619606], ""type"": ""Point""}",MGA2020 Zone 55,2329,Avril St/Boyd St (Dandenong North),-37.96706196060059,145.21758986710606,3175,343433,5796342,1807,Dandenong North,"https://www.google.com.au/maps/dir//-37.96706196060059,145.21758986710606/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9650269703, 145.2159201887","{""coordinates"": [145.2159201887, -37.9650269703], ""type"": ""Point""}",MGA2020 Zone 55,2330,Philip St/Boyd St (Dandenong North),-37.96502697032535,145.2159201887214,3175,343282,5796565,1808,Dandenong North,"https://www.google.com.au/maps/dir//-37.96502697032535,145.2159201887214/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9641200409, 145.2137339106","{""coordinates"": [145.2137339106, -37.9641200409], ""type"": ""Point""}",MGA2020 Zone 55,2331,McFees Rd/Scullin St (Dandenong North),-37.964120040938454,145.21373391061525,3175,343088,5796662,1809,Dandenong North,"https://www.google.com.au/maps/dir//-37.964120040938454,145.21373391061525/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9602900021, 145.2161261072","{""coordinates"": [145.2161261072, -37.9602900021], ""type"": ""Point""}",MGA2020 Zone 55,2333,Wooranna Park Primary School/Carlton Rd (Dandenong North),-37.96029000211594,145.21612610723568,3175,343290,5797091,1811,Dandenong North,"https://www.google.com.au/maps/dir//-37.96029000211594,145.21612610723568/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9600970421, 145.2224250245","{""coordinates"": [145.2224250245, -37.9600970421], ""type"": ""Point""}",MGA2020 Zone 55,2334,Adelong Ct/Loch Rd (Dandenong North),-37.960097042132624,145.2224250244853,3175,343843,5797123,1812,Dandenong North,"https://www.google.com.au/maps/dir//-37.960097042132624,145.2224250244853/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9531089929, 145.2269408638","{""coordinates"": [145.2269408638, -37.9531089929], ""type"": ""Point""}",MGA2020 Zone 55,22726,Essex St/Stud Rd (Dandenong North),-37.95310899285873,145.226940863787,3175,344225,5797906,1816,Dandenong North,"https://www.google.com.au/maps/dir//-37.95310899285873,145.226940863787/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9709479819, 145.2171200666","{""coordinates"": [145.2171200666, -37.9709479819], ""type"": ""Point""}",MGA2020 Zone 55,2303,Oasis Pool/Cleeland St (Dandenong),-37.97094798192323,145.2171200666005,3175,343400,5795910,1817,Dandenong,"https://www.google.com.au/maps/dir//-37.97094798192323,145.2171200666005/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9712459722, 145.2266870662","{""coordinates"": [145.2266870662, -37.9712459722], ""type"": ""Point""}",MGA2020 Zone 55,27785,Khalil Ave/Heatherton Rd (Dandenong),-37.971245972214554,145.2266870662262,3175,344241,5795893,1823,Dandenong,"https://www.google.com.au/maps/dir//-37.971245972214554,145.2266870662262/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9699049712, 145.2143001892","{""coordinates"": [145.2143001892, -37.9699049712], ""type"": ""Point""}",MGA2020 Zone 55,448,Suzanne St/Heatherton Rd (Dandenong North),-37.96990497122245,145.21430018923505,3175,343150,5796021,1838,Dandenong North,"https://www.google.com.au/maps/dir//-37.96990497122245,145.21430018923505/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9577790023, 145.221081144","{""coordinates"": [145.221081144, -37.9577790023], ""type"": ""Point""}",MGA2020 Zone 55,2862,Fletcher Rd/Loch Rd (Dandenong North),-37.95777900226802,145.22108114403983,3175,343720,5797378,1843,Dandenong North,"https://www.google.com.au/maps/dir//-37.95777900226802,145.22108114403983/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9616660119, 145.2153639877","{""coordinates"": [145.2153639877, -37.9616660119], ""type"": ""Point""}",MGA2020 Zone 55,2866,Downard Cres/Devira St (Dandenong North),-37.96166601188826,145.2153639876726,3175,343226,5796937,1846,Dandenong North,"https://www.google.com.au/maps/dir//-37.96166601188826,145.2153639876726/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9644810306, 145.2137709909","{""coordinates"": [145.2137709909, -37.9644810306], ""type"": ""Point""}",MGA2020 Zone 55,2867,Boyd St/Scullin St (Dandenong North),-37.96448103064595,145.2137709909518,3175,343092,5796622,1847,Dandenong North,"https://www.google.com.au/maps/dir//-37.96448103064595,145.2137709909518/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9649930408, 145.2160238688","{""coordinates"": [145.2160238688, -37.9649930408], ""type"": ""Point""}",MGA2020 Zone 55,2868,Philip St/Boyd St (Dandenong North),-37.96499304080384,145.21602386879573,3175,343291,5796569,1848,Dandenong North,"https://www.google.com.au/maps/dir//-37.96499304080384,145.21602386879573/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9692039616, 145.2173670266","{""coordinates"": [145.2173670266, -37.9692039616], ""type"": ""Point""}",MGA2020 Zone 55,2870,Nicole Ave/Boyd St (Dandenong North),-37.9692039616209,145.21736702658615,3175,343418,5796104,1850,Dandenong North,"https://www.google.com.au/maps/dir//-37.9692039616209,145.21736702658615/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9858120235, 145.2221121798","{""coordinates"": [145.2221121798, -37.9858120235], ""type"": ""Point""}",MGA2020 Zone 55,3110,Clement St/Clow St (Dandenong),-37.98581202355003,145.22211217976496,3175,343870,5794269,1858,Dandenong,"https://www.google.com.au/maps/dir//-37.98581202355003,145.22211217976496/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9861020032, 145.2246098604","{""coordinates"": [145.2246098604, -37.9861020032], ""type"": ""Point""}",MGA2020 Zone 55,3111,Ross St/Clow St (Dandenong),-37.986102003222456,145.22460986039292,3175,344090,5794241,1859,Dandenong,"https://www.google.com.au/maps/dir//-37.986102003222456,145.22460986039292/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9461500129, 145.2173101418","{""coordinates"": [145.2173101418, -37.9461500129], ""type"": ""Point""}",MGA2020 Zone 55,3137,View Ct/Outlook Dr (Dandenong North),-37.94615001287099,145.21731014175808,3175,343364,5798662,1873,Dandenong North,"https://www.google.com.au/maps/dir//-37.94615001287099,145.21731014175808/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9547060424, 145.2228739434","{""coordinates"": [145.2228739434, -37.9547060424], ""type"": ""Point""}",MGA2020 Zone 55,3141,Brady Rd/Outlook Dr (Dandenong North),-37.95470604238216,145.22287394345233,3175,343871,5797722,1877,Dandenong North,"https://www.google.com.au/maps/dir//-37.95470604238216,145.22287394345233/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9854489627, 145.2255030209","{""coordinates"": [145.2255030209, -37.9854489627], ""type"": ""Point""}",MGA2020 Zone 55,3152,Sarona St/Ross St (Dandenong),-37.985448962666226,145.22550302088055,3175,344167,5794315,1886,Dandenong,"https://www.google.com.au/maps/dir//-37.985448962666226,145.22550302088055/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9913799638, 145.2208050128","{""coordinates"": [145.2208050128, -37.9913799638], ""type"": ""Point""}",MGA2020 Zone 55,3659,St Marys PS/McCrae St (Dandenong),-37.99137996376885,145.22080501277168,3175,343767,5793649,1893,Dandenong,"https://www.google.com.au/maps/dir//-37.99137996376885,145.22080501277168/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9960579828, 145.2262150921","{""coordinates"": [145.2262150921, -37.9960579828], ""type"": ""Point""}",MGA2020 Zone 55,3661,Thomas Carroll Reserve/Box St (Dandenong),-37.9960579827978,145.22621509212138,3175,344252,5793139,1895,Dandenong,"https://www.google.com.au/maps/dir//-37.9960579827978,145.22621509212138/@your+location,17z/data=!4m2!4m1!3e0"
"-37.925456043, 145.2147609788","{""coordinates"": [145.2147609788, -37.925456043], ""type"": ""Point""}",MGA2020 Zone 55,11557,Eastlink/Wellington Rd (Rowville),-37.92545604300039,145.2147609787771,3178,343096,5800954,1902,Rowville,"https://www.google.com.au/maps/dir//-37.92545604300039,145.2147609787771/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9264370426, 145.221234141","{""coordinates"": [145.221234141, -37.9264370426], ""type"": ""Point""}",MGA2020 Zone 55,11558,Corporate Ave/Wellington Rd (Rowville),-37.9264370426171,145.2212341410527,3178,343667,5800856,1903,Rowville,"https://www.google.com.au/maps/dir//-37.9264370426171,145.2212341410527/@your+location,17z/data=!4m2!4m1!3e0"
"-37.933721011, 145.2321410628","{""coordinates"": [145.2321410628, -37.933721011], ""type"": ""Point""}",MGA2020 Zone 55,14174,Sunshine St/Stud Rd (Rowville),-37.93372101100931,145.23214106284854,3178,344641,5800066,1907,Rowville,"https://www.google.com.au/maps/dir//-37.93372101100931,145.23214106284854/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9233780344, 145.234118182","{""coordinates"": [145.234118182, -37.9233780344], ""type"": ""Point""}",MGA2020 Zone 55,14176,Turramurra Dr/Stud Rd (Rowville),-37.923378034387206,145.2341181819736,3178,344793,5801217,1909,Rowville,"https://www.google.com.au/maps/dir//-37.923378034387206,145.2341181819736/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9181850346, 145.2351521022","{""coordinates"": [145.2351521022, -37.9181850346], ""type"": ""Point""}",MGA2020 Zone 55,14177,Stud Park SC/Stud Rd (Rowville),-37.918185034569596,145.23515210222604,3178,344873,5801795,1910,Rowville,"https://www.google.com.au/maps/dir//-37.918185034569596,145.23515210222604/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9113740132, 145.2364751021","{""coordinates"": [145.2364751021, -37.9113740132], ""type"": ""Point""}",MGA2020 Zone 55,14179,Kelletts Rd/Stud Rd (Rowville),-37.91137401317248,145.23647510211396,3178,344975,5802553,1911,Rowville,"https://www.google.com.au/maps/dir//-37.91137401317248,145.23647510211396/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9222589744, 145.2339961423","{""coordinates"": [145.2339961423, -37.9222589744], ""type"": ""Point""}",MGA2020 Zone 55,15148,Avalon Rd/Stud Rd (Rowville),-37.92225897435837,145.2339961422926,3178,344780,5801341,1916,Rowville,"https://www.google.com.au/maps/dir//-37.92225897435837,145.2339961422926/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9189739741, 145.2402860627","{""coordinates"": [145.2402860627, -37.9189739741], ""type"": ""Point""}",MGA2020 Zone 55,15184,Rowville Community Centre/Fulham Rd (Rowville),-37.91897397414748,145.2402860626536,3178,345326,5801716,1918,Rowville,"https://www.google.com.au/maps/dir//-37.91897397414748,145.2402860626536/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9279269923, 145.2514388535","{""coordinates"": [145.2514388535, -37.9279269923], ""type"": ""Point""}",MGA2020 Zone 55,15271,Wellington Village SC/Braeburn Pde (Rowville),-37.92792699235008,145.25143885345875,3178,346325,5800741,1923,Rowville,"https://www.google.com.au/maps/dir//-37.92792699235008,145.25143885345875/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9332279919, 145.2413120556","{""coordinates"": [145.2413120556, -37.9332279919], ""type"": ""Point""}",MGA2020 Zone 55,15706,Buckingham Dr/Liberty Ave (Rowville),-37.933227991884976,145.2413120556417,3178,345446,5800136,1930,Rowville,"https://www.google.com.au/maps/dir//-37.933227991884976,145.2413120556417/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9281840327, 145.2463239745","{""coordinates"": [145.2463239745, -37.9281840327], ""type"": ""Point""}",MGA2020 Zone 55,15709,Yvette Dr/Clauscen Dr (Rowville),-37.928184032693245,145.24632397454144,3178,345876,5800704,1932,Rowville,"https://www.google.com.au/maps/dir//-37.928184032693245,145.24632397454144/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9256679926, 145.2443821386","{""coordinates"": [145.2443821386, -37.9256679926], ""type"": ""Point""}",MGA2020 Zone 55,15710,St Simon The Apostle PS/Taylors Lane (Rowville),-37.92566799261065,145.2443821386203,3178,345700,5800980,1933,Rowville,"https://www.google.com.au/maps/dir//-37.92566799261065,145.2443821386203/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9279089925, 145.2309368625","{""coordinates"": [145.2309368625, -37.9279089925], ""type"": ""Point""}",MGA2020 Zone 55,16505,Stud Rd/Wellington Rd (Rowville),-37.927908992503795,145.2309368625432,3178,344523,5800709,1936,Rowville,"https://www.google.com.au/maps/dir//-37.927908992503795,145.2309368625432/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9272549627, 145.225856182","{""coordinates"": [145.225856182, -37.9272549627], ""type"": ""Point""}",MGA2020 Zone 55,16506,Viewtech Pl/Wellington Rd (Rowville),-37.92725496267007,145.22585618195768,3178,344075,5800773,1937,Rowville,"https://www.google.com.au/maps/dir//-37.92725496267007,145.22585618195768/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9194740149, 145.2376119827","{""coordinates"": [145.2376119827, -37.9194740149], ""type"": ""Point""}",MGA2020 Zone 55,21316,Stud Park SC (Rowville),-37.91947401488035,145.23761198265927,3178,345092,5801656,1940,Rowville,"https://www.google.com.au/maps/dir//-37.91947401488035,145.23761198265927/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9275519617, 145.2528810141","{""coordinates"": [145.2528810141, -37.9275519617], ""type"": ""Point""}",MGA2020 Zone 55,22991,Wellington Village SC/Wellington Rd (Rowville),-37.927551961720326,145.25288101407023,3178,346451,5800785,1941,Rowville,"https://www.google.com.au/maps/dir//-37.927551961720326,145.25288101407023/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9284300027, 145.2434738564","{""coordinates"": [145.2434738564, -37.9284300027], ""type"": ""Point""}",MGA2020 Zone 55,23037,Virgilia Ct/Liberty Ave (Rowville),-37.92843000273756,145.24347385645038,3178,345626,5800672,1942,Rowville,"https://www.google.com.au/maps/dir//-37.92843000273756,145.24347385645038/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9372439717, 145.2429230533","{""coordinates"": [145.2429230533, -37.9372439717], ""type"": ""Point""}",MGA2020 Zone 55,23038,Fowler Rd/Shearer Dr (Rowville),-37.937243971709236,145.24292305335067,3178,345596,5799693,1943,Rowville,"https://www.google.com.au/maps/dir//-37.937243971709236,145.24292305335067/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0388410137, 145.3445190281","{""coordinates"": [145.3445190281, -38.0388410137], ""type"": ""Point""}",MGA2020 Zone 55,27882,Berwick Railway Station (Berwick),-38.038841013664026,145.3445190280696,3806,354725,5788583,1042,Berwick,"https://www.google.com.au/maps/dir//-38.038841013664026,145.3445190280696/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0269659617, 145.3092638834","{""coordinates"": [145.3092638834, -38.0269659617], ""type"": ""Point""}",MGA2020 Zone 55,4219,Stewart Ave/Princes Hwy (Narre Warren),-38.02696596169011,145.30926388344614,3805,351607,5789845,1044,Narre Warren,"https://www.google.com.au/maps/dir//-38.02696596169011,145.30926388344614/@your+location,17z/data=!4m2!4m1!3e0"
