geo_point_2d,geo_shape,projection,stop_id,stop_name,latitude,longitude,postcode,easting,northing,gisfid,suburb,googlemaps_drive_to
"-38.0564919935, 145.314488189","{""coordinates"": [145.314488189, -38.0564919935], ""type"": ""Point""}",MGA2020 Zone 55,45710,Greaves Rd/Wood Rd (Narre Warren South),-38.056491993533356,145.314488189042,3805,352125,5786577,1281,Narre Warren South,"https://www.google.com.au/maps/dir//-38.056491993533356,145.314488189042/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0505580215, 145.3376001948","{""coordinates"": [145.3376001948, -38.0505580215], ""type"": ""Point""}",MGA2020 Zone 55,45711,Ashfield Dr/Centre Rd (Berwick),-38.05055802145835,145.33760019478282,3806,354141,5787272,1282,Berwick,"https://www.google.com.au/maps/dir//-38.05055802145835,145.33760019478282/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0513510138, 145.3142070321","{""coordinates"": [145.3142070321, -38.0513510138], ""type"": ""Point""}",MGA2020 Zone 55,45715,Applewood Pl/Wood Rd (Narre Warren South),-38.05135101384554,145.3142070320946,3805,352090,5787147,1286,Narre Warren South,"https://www.google.com.au/maps/dir//-38.05135101384554,145.3142070320946/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0987919956, 145.2962740058","{""coordinates"": [145.2962740058, -38.0987919956], ""type"": ""Point""}",MGA2020 Zone 55,47238,Rochester Pde/Linsell Bvd (Cranbourne East),-38.098791995572284,145.29627400584894,3977,350613,5781854,1297,Cranbourne East,"https://www.google.com.au/maps/dir//-38.098791995572284,145.29627400584894/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1039890433, 145.3254868661","{""coordinates"": [145.3254868661, -38.1039890433], ""type"": ""Point""}",MGA2020 Zone 55,51284,Selandra Rise SC/Selandra Bvd (Clyde North),-38.10398904334632,145.3254868661186,3978,353185,5781324,1298,Clyde North,"https://www.google.com.au/maps/dir//-38.10398904334632,145.3254868661186/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1071160036, 145.324844989","{""coordinates"": [145.324844989, -38.1071160036], ""type"": ""Point""}",MGA2020 Zone 55,51285,Blackforest Way/Selandra Bvd (Clyde North),-38.10711600364488,145.3248449890398,3978,353135,5780976,1299,Clyde North,"https://www.google.com.au/maps/dir//-38.10711600364488,145.3248449890398/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1104559942, 145.3246430338","{""coordinates"": [145.3246430338, -38.1104559942], ""type"": ""Point""}",MGA2020 Zone 55,51288,Selandra Bvd/Heather Gr (Clyde North),-38.11045599421814,145.32464303382014,3978,353124,5780605,1302,Clyde North,"https://www.google.com.au/maps/dir//-38.11045599421814,145.32464303382014/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0840969729, 145.3202280329","{""coordinates"": [145.3202280329, -38.0840969729], ""type"": ""Point""}",MGA2020 Zone 55,51298,Evesham St/Mountainview Bvd (Cranbourne North),-38.08409697288939,145.320228032888,3977,352684,5783523,1306,Cranbourne North,"https://www.google.com.au/maps/dir//-38.08409697288939,145.320228032888/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0813429741, 145.3230050718","{""coordinates"": [145.3230050718, -38.0813429741], ""type"": ""Point""}",MGA2020 Zone 55,51301,Autumn Fields Dr/Mountainview Bvd (Cranbourne North),-38.08134297409065,145.32300507178556,3977,352922,5783833,1309,Cranbourne North,"https://www.google.com.au/maps/dir//-38.08134297409065,145.32300507178556/@your+location,17z/data=!4m2!4m1!3e0"
"-38.073324962, 145.3156408998","{""coordinates"": [145.3156408998, -38.073324962], ""type"": ""Point""}",MGA2020 Zone 55,51310,Discovery Ave/William Thwaites Bvd (Cranbourne North),-38.0733249620352,145.31564089984252,3977,352260,5784711,1312,Cranbourne North,"https://www.google.com.au/maps/dir//-38.0733249620352,145.31564089984252/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0734550117, 145.3159119797","{""coordinates"": [145.3159119797, -38.0734550117], ""type"": ""Point""}",MGA2020 Zone 55,51311,Unity Lane/William Thwaites Bvd (Cranbourne North),-38.07345501165956,145.31591197970036,3977,352284,5784697,1313,Cranbourne North,"https://www.google.com.au/maps/dir//-38.07345501165956,145.31591197970036/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1187289729, 145.3277851256","{""coordinates"": [145.3277851256, -38.1187289729], ""type"": ""Point""}",MGA2020 Zone 55,51323,Clyde Recreation Reserve/Pattersons Rd (Clyde North),-38.118728972882614,145.32778512563317,3978,353416,5779692,1325,Clyde North,"https://www.google.com.au/maps/dir//-38.118728972882614,145.32778512563317/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1189349826, 145.3289781692","{""coordinates"": [145.3289781692, -38.1189349826], ""type"": ""Point""}",MGA2020 Zone 55,51324,Clyde Recreation Reserve/Pattersons Rd (Clyde),-38.11893498265295,145.32897816917566,3978,353521,5779671,1326,Clyde North,"https://www.google.com.au/maps/dir//-38.11893498265295,145.32897816917566/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1251780129, 145.2893860949","{""coordinates"": [145.2893860949, -38.1251780129], ""type"": ""Point""}",MGA2020 Zone 55,38711,Earlston Cct/South Gippsland Hwy (Cranbourne),-38.125178012887254,145.28938609488577,3977,350063,5778915,1334,Cranbourne,"https://www.google.com.au/maps/dir//-38.125178012887254,145.28938609488577/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1044590259, 145.294877207","{""coordinates"": [145.294877207, -38.1044590259], ""type"": ""Point""}",MGA2020 Zone 55,51340,Briarcrest Dr/Hunt Club Bvd (Cranbourne East),-38.10445902588308,145.29487720703085,3977,350502,5781223,1335,Cranbourne East,"https://www.google.com.au/maps/dir//-38.10445902588308,145.29487720703085/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1183190228, 145.3243150797","{""coordinates"": [145.3243150797, -38.1183190228], ""type"": ""Point""}",MGA2020 Zone 55,51364,Pasedena Bvd/Berwick-Cranbourne Rd (Clyde North),-38.11831902276014,145.32431507973493,3978,353111,5779732,1341,Clyde North,"https://www.google.com.au/maps/dir//-38.11831902276014,145.32431507973493/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0665330224, 145.2989491407","{""coordinates"": [145.2989491407, -38.0665330224], ""type"": ""Point""}",MGA2020 Zone 55,48214,Casey Central SC/Narre Warren-Cranbourne Rd (Narre Warren South),-38.06653302240719,145.29894914074578,3805,350782,5785438,1344,Narre Warren South,"https://www.google.com.au/maps/dir//-38.06653302240719,145.29894914074578/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1260269839, 145.2901420948","{""coordinates"": [145.2901420948, -38.1260269839], ""type"": ""Point""}",MGA2020 Zone 55,38324,Earlston Cct/South Gippsland Hwy (Cranbourne East),-38.126026983865174,145.29014209480746,3977,350131,5778822,1347,Cranbourne East,"https://www.google.com.au/maps/dir//-38.126026983865174,145.29014209480746/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1210740116, 145.3451389565","{""coordinates"": [145.3451389565, -38.1210740116], ""type"": ""Point""}",MGA2020 Zone 55,51596,Tuckers Rd/Pattersons Rd (Clyde),-38.12107401164364,145.34513895649465,3978,354942,5779459,1349,Clyde,"https://www.google.com.au/maps/dir//-38.12107401164364,145.34513895649465/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0683449922, 145.3348721042","{""coordinates"": [145.3348721042, -38.0683449922], ""type"": ""Point""}",MGA2020 Zone 55,45739,Clyde Rd/Moondarra Dr (Berwick),-38.06834499216076,145.33487210416382,3806,353937,5785294,1355,Berwick,"https://www.google.com.au/maps/dir//-38.06834499216076,145.33487210416382/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0639449823, 145.3340711076","{""coordinates"": [145.3340711076, -38.0639449823], ""type"": ""Point""}",MGA2020 Zone 55,45741,Ganaway Dr/Marsh Gr (Berwick),-38.063944982278,145.33407110762192,3806,353858,5785781,1357,Berwick,"https://www.google.com.au/maps/dir//-38.063944982278,145.33407110762192/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0638559724, 145.334187028","{""coordinates"": [145.334187028, -38.0638559724], ""type"": ""Point""}",MGA2020 Zone 55,45761,Ganaway Dr/Marsh Gr (Berwick),-38.063855972403566,145.334187027984,3806,353868,5785791,1365,Berwick,"https://www.google.com.au/maps/dir//-38.063855972403566,145.334187027984/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0632410011, 145.3391021056","{""coordinates"": [145.3391021056, -38.0632410011], ""type"": ""Point""}",MGA2020 Zone 55,45764,Eden Rise Village SC/Cresthaven Bvd (Berwick),-38.06324100110083,145.3391021055959,3806,354298,5785867,1368,Berwick,"https://www.google.com.au/maps/dir//-38.06324100110083,145.3391021055959/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0982899753, 145.2852472031","{""coordinates"": [145.2852472031, -38.0982899753], ""type"": ""Point""}",MGA2020 Zone 55,47243,Canterbury St/Camms Rd (Cranbourne),-38.098289975327624,145.2852472031049,3977,349645,5781892,1370,Cranbourne,"https://www.google.com.au/maps/dir//-38.098289975327624,145.2852472031049/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9686169828, 145.2612661417","{""coordinates"": [145.2612661417, -37.9686169828], ""type"": ""Point""}",MGA2020 Zone 55,1328,Mossgiel Park Dr/Kennington Park Dr (Endeavour Hills),-37.968616982798814,145.2612661416618,3802,347273,5796242,1371,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.968616982798814,145.2612661416618/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9646399728, 145.2628958563","{""coordinates"": [145.2628958563, -37.9646399728], ""type"": ""Point""}",MGA2020 Zone 55,1330,Dundee Ct/Shetland St (Endeavour Hills),-37.96463997282002,145.262895856352,3802,347408,5796686,1372,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.96463997282002,145.262895856352/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9624570239, 145.2695158957","{""coordinates"": [145.2695158957, -37.9624570239], ""type"": ""Point""}",MGA2020 Zone 55,1332,Millport Ct/Shetland St (Endeavour Hills),-37.962457023922035,145.2695158956952,3802,347985,5796939,1373,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.962457023922035,145.2695158956952/@your+location,17z/data=!4m2!4m1!3e0"
"-37.980198991, 145.2407828694","{""coordinates"": [145.2407828694, -37.980198991], ""type"": ""Point""}",MGA2020 Zone 55,1319,Power Reserve/Power Rd (Doveton),-37.980198991000044,145.2407828694465,3177,345498,5794923,1374,Doveton,"https://www.google.com.au/maps/dir//-37.980198991000044,145.2407828694465/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9684839635, 145.2577629848","{""coordinates"": [145.2577629848, -37.9684839635], ""type"": ""Point""}",MGA2020 Zone 55,1327,Heywood Gr/Kennington Park Dr (Endeavour Hills),-37.96848396355168,145.25776298476939,3802,346965,5796251,1377,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.96848396355168,145.25776298476939/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9841640332, 145.2668421861","{""coordinates"": [145.2668421861, -37.9841640332], ""type"": ""Point""}",MGA2020 Zone 55,14613,John Fawkner Dr/Thomas Mitchell Dr (Endeavour Hills),-37.98416403321403,145.26684218614437,3802,347795,5794526,1382,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.98416403321403,145.26684218614437/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9889100015, 145.2508351525","{""coordinates"": [145.2508351525, -37.9889100015], ""type"": ""Point""}",MGA2020 Zone 55,1815,Sheoak St/Kidds Rd (Doveton),-37.98891000150475,145.25083515247607,3177,346399,5793973,1383,Doveton,"https://www.google.com.au/maps/dir//-37.98891000150475,145.25083515247607/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9626890444, 145.2699090156","{""coordinates"": [145.2699090156, -37.9626890444], ""type"": ""Point""}",MGA2020 Zone 55,27791,Struan Ave/Shetland St (Endeavour Hills),-37.96268904436688,145.26990901558443,3802,348020,5796914,1393,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.96268904436688,145.26990901558443/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9693359959, 145.2801351728","{""coordinates"": [145.2801351728, -37.9693359959], ""type"": ""Point""}",MGA2020 Zone 55,27795,Hallam North Rd/Gleneagles Dr (Endeavour Hills),-37.96933599588332,145.28013517279865,3802,348932,5796193,1395,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.96933599588332,145.28013517279865/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9689530459, 145.2792099728","{""coordinates"": [145.2792099728, -37.9689530459], ""type"": ""Point""}",MGA2020 Zone 55,27796,Sulky Ct/Gleneagles Dr (Endeavour Hills),-37.96895304586062,145.27920997284332,3802,348850,5796234,1396,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.96895304586062,145.27920997284332/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9744460145, 145.2739590146","{""coordinates"": [145.2739590146, -37.9744460145], ""type"": ""Point""}",MGA2020 Zone 55,27800,Gleneagles Sec Col/Reema Bvd (Endeavour Hills),-37.97444601446521,145.27395901456072,3802,348400,5795616,1398,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.97444601446521,145.27395901456072/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9825970447, 145.2736540939","{""coordinates"": [145.2736540939, -37.9825970447], ""type"": ""Point""}",MGA2020 Zone 55,27803,Thomas Mitchell Dr/Conran Ave (Endeavour Hills),-37.982597044667344,145.27365409390032,3802,348390,5794711,1400,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.982597044667344,145.27365409390032/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9869180341, 145.2733358557","{""coordinates"": [145.2733358557, -37.9869180341], ""type"": ""Point""}",MGA2020 Zone 55,27806,James Cook Dr/David Collins Dr (Endeavour Hills),-37.98691803408456,145.27333585569355,3802,348371,5794231,1402,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.98691803408456,145.27333585569355/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9888959638, 145.2730510955","{""coordinates"": [145.2730510955, -37.9888959638], ""type"": ""Point""}",MGA2020 Zone 55,27807,Paran Cl/David Collins Dr (Endeavour Hills),-37.988895963841095,145.27305109551992,3802,348350,5794011,1403,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.988895963841095,145.27305109551992/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9889029837, 145.272903136","{""coordinates"": [145.272903136, -37.9889029837], ""type"": ""Point""}",MGA2020 Zone 55,27808,Paran Cl/David Collins Dr (Endeavour Hills),-37.98890298372537,145.27290313596345,3802,348337,5794010,1404,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.98890298372537,145.27290313596345/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9910400335, 145.271724857","{""coordinates"": [145.271724857, -37.9910400335], ""type"": ""Point""}",MGA2020 Zone 55,27809,Edward Freeth Dr/David Collins Dr (Endeavour Hills),-37.99104003351165,145.27172485697164,3802,348238,5793771,1405,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.99104003351165,145.27172485697164/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9908770438, 145.271694977","{""coordinates"": [145.271694977, -37.9908770438], ""type"": ""Point""}",MGA2020 Zone 55,27810,George Bass Ave/David Collins Dr (Endeavour Hills),-37.990877043776884,145.27169497704642,3802,348235,5793789,1406,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.990877043776884,145.27169497704642/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9923329732, 145.2689391773","{""coordinates"": [145.2689391773, -37.9923329732], ""type"": ""Point""}",MGA2020 Zone 55,27812,David Collins Dr Reserve/David Collins Dr (Endeavour Hills),-37.99233297321352,145.2689391772582,3802,347996,5793623,1408,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.99233297321352,145.2689391772582/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9900690224, 145.2645860614","{""coordinates"": [145.2645860614, -37.9900690224], ""type"": ""Point""}",MGA2020 Zone 55,27816,David Collins Pre School/David Collins Dr (Endeavour Hills),-37.9900690223814,145.26458606139394,3802,347609,5793867,1412,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.9900690223814,145.26458606139394/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9895439622, 145.2589391067","{""coordinates"": [145.2589391067, -37.9895439622], ""type"": ""Point""}",MGA2020 Zone 55,27818,RavenHill Cres/Robert Molyneux Ave (Endeavour Hills),-37.989543962174395,145.25893910674276,3802,347112,5793916,1414,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.989543962174395,145.25893910674276/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9888669828, 145.2642951832","{""coordinates"": [145.2642951832, -37.9888669828], ""type"": ""Point""}",MGA2020 Zone 55,27820,Southern Cross PS/David Collins Dr (Endeavour Hills),-37.98886698283064,145.26429518316084,3802,347581,5794000,1416,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.98886698283064,145.26429518316084/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9781340326, 145.2558150316","{""coordinates"": [145.2558150316, -37.9781340326], ""type"": ""Point""}",MGA2020 Zone 55,47715,Lorraine Kovaks Reserve/Daniel Solander Dr (Endeavour Hills),-37.97813403258654,145.25581503163752,3802,346814,5795177,1417,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.97813403258654,145.25581503163752/@your+location,17z/data=!4m2!4m1!3e0"
"-37.976513044, 145.2699140612","{""coordinates"": [145.2699140612, -37.976513044], ""type"": ""Point""}",MGA2020 Zone 55,51292,John Fawkner Dr/Heatherton Rd (Endeavour Hills),-37.97651304404497,145.2699140611863,3802,348049,5795380,1420,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.97651304404497,145.2699140611863/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9873490428, 145.2652988646","{""coordinates"": [145.2652988646, -37.9873490428], ""type"": ""Point""}",MGA2020 Zone 55,3021,Southern Cross Primary School/John Fawkner Dr (Endeavour Hills),-37.98734904284298,145.2652988646067,3802,347666,5794170,1421,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.98734904284298,145.2652988646067/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9877200227, 145.2610879459","{""coordinates"": [145.2610879459, -37.9877200227], ""type"": ""Point""}",MGA2020 Zone 55,3022,Sydney Parkinson Reserve/James Cook Dr (Endeavour Hills),-37.98772002267709,145.2610879458875,3802,347297,5794122,1422,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.98772002267709,145.2610879458875/@your+location,17z/data=!4m2!4m1!3e0"
